ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
666,Rice,Aphids,Hot,Well-drained,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
667,Rice,Aphids,Hot,Well-drained,Transplant Recovery,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Use only after field diagnosis.
668,Rice,Aphids,Hot,Well-drained,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Use only after field diagnosis.
669,Rice,Aphids,Hot,Well-drained,Pre-harvest,Low,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
670,Rice,Aphids,Hot,Well-drained,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
671,Rice,Aphids,Hot,Well-drained,Pre-harvest,High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
672,Rice,Aphids,Hot,Well-drained,Pre-harvest,Very High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Well-drained soil reduces root rot risk. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
673,Rice,Aphids,Mild,Sandy,Seedling,Low,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Rotate modes of action where relevant.
674,Rice,Aphids,Mild,Sandy,Seedling,Medium,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
675,Rice,Aphids,Mild,Sandy,Seedling,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
676,Rice,Aphids,Mild,Sandy,Seedling,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Use only after field diagnosis.
677,Rice,Aphids,Mild,Sandy,Vegetative,Low,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Follow label instructions and local agricultural guidance.
678,Rice,Aphids,Mild,Sandy,Vegetative,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Rotate modes of action where relevant.
679,Rice,Aphids,Mild,Sandy,Vegetative,High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Rotate modes of action where relevant.
680,Rice,Aphids,Mild,Sandy,Vegetative,Very High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
681,Rice,Aphids,Mild,Sandy,Flowering,Low,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
682,Rice,Aphids,Mild,Sandy,Flowering,Medium,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
683,Rice,Aphids,Mild,Sandy,Flowering,High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Avoid excess nitrogen application. Rotate modes of action where relevant.
684,Rice,Aphids,Mild,Sandy,Flowering,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Recheck the crop 3 to 5 days after use.
685,Rice,Aphids,Mild,Sandy,Fruiting,Low,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Recheck the crop 3 to 5 days after use.
686,Rice,Aphids,Mild,Sandy,Fruiting,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Use only after field diagnosis.
687,Rice,Aphids,Mild,Sandy,Fruiting,High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Combine with sanitation and scouting.
688,Rice,Aphids,Mild,Sandy,Fruiting,Very High,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Use only after field diagnosis.
689,Rice,Aphids,Mild,Sandy,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Start field scouting early. Combine with sanitation and scouting.
690,Rice,Aphids,Mild,Sandy,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Avoid excess nitrogen application. Use only after field diagnosis.
691,Rice,Aphids,Mild,Sandy,Transplant Recovery,High,Neem Oil,Bio-pesticide,Spot treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Do not mix without expert advice.
692,Rice,Aphids,Mild,Sandy,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Sandy soil may need careful moisture management. Remove heavily infested shoots. Rotate modes of action where relevant.
